"Regio's";"Codes en namen van gemeenten/Code (code)";"Codes en namen van gemeenten/Naam (naam)";"Lokaliseringen van gemeenten/COROP-gebieden/Code (code)";"Lokaliseringen van gemeenten/COROP-gebieden/Naam (naam)";"Lokaliseringen van gemeenten/GGD-regio's/Code (code)";"Lokaliseringen van gemeenten/GGD-regio's/Naam (naam)";"Lokaliseringen van gemeenten/Jeugdregio's/Code (code)";"Lokaliseringen van gemeenten/Jeugdregio's/Naam (naam)";"Lokaliseringen van gemeenten/Toeristengebieden/Code (code)";"Lokaliseringen van gemeenten/Toeristengebieden/Naam (naam)";"Lokaliseringen van gemeenten/Veiligheidsregio's/Code (code)";"Lokaliseringen van gemeenten/Veiligheidsregio's/Naam (naam)"
"Gemert-Bakel";"GM1652    ";"Gemert-Bakel                                      ";"CR36      ";"Zuidoost-Noord-Brabant                            ";"GG5608    ";"GGD Brabant-Zuidoost                              ";"JZ39      ";"Zuidoost-Brabant                                  ";"TR14      ";"O.-Brabant, N.- en M.-Limburg, Nijmegen           ";"VR22      ";"Brabant-Zuidoost                                  "
"Gennep";"GM0907    ";"Gennep                                            ";"CR37      ";"Noord-Limburg                                     ";"GG6011    ";"GGD Limburg-Noord                                 ";"JZ37      ";"Noord-Limburg                                     ";"TR14      ";"O.-Brabant, N.- en M.-Limburg, Nijmegen           ";"VR23      ";"Limburg-Noord                                     "
"Gilze en Rijen";"GM0784    ";"Gilze en Rijen                                    ";"CR34      ";"Midden-Noord-Brabant                              ";"GG5406    ";"GGD Hart voor Brabant                             ";"JZ35      ";"Midden-Brabant                                    ";"TR13      ";"West- en Midden-Brabant                           ";"VR20      ";"Midden- en West-Brabant                           "
"Goeree-Overflakkee";"GM1924    ";"Goeree-Overflakkee                                ";"CR29      ";"Groot-Rijnmond                                    ";"GG4607    ";"GGD Rotterdam-Rijnmond                            ";"JZ29      ";"Rijnmond                                          ";"TR02      ";"Noordzeebadplaatsen                               ";"VR17      ";"Rotterdam-Rijnmond                                "
"Goes";"GM0664    ";"Goes                                              ";"CR32      ";"Overig Zeeland                                    ";"GG5006    ";"GGD Zeeland                                       ";"JZ38      ";"Zeeland                                           ";"TR04      ";"Deltagebied                                       ";"VR19      ";"Zeeland                                           "
"Goirle";"GM0785    ";"Goirle                                            ";"CR34      ";"Midden-Noord-Brabant                              ";"GG5406    ";"GGD Hart voor Brabant                             ";"JZ35      ";"Midden-Brabant                                    ";"TR13      ";"West- en Midden-Brabant                           ";"VR20      ";"Midden- en West-Brabant                           "
"Gooise Meren";"GM1942    ";"Gooise Meren                                      ";"CR24      ";"Het Gooi en Vechtstreek                           ";"GG3606    ";"GGD Gooi en Vechtstreek                           ";"JZ16      ";"Gooi en Vechtstreek                               ";"TR07      ";"Utrechtse Heuvelrug en 't Gooi                    ";"VR14      ";"Gooi en Vechtstreek                               "
"Gorinchem";"GM0512    ";"Gorinchem                                         ";"CR30      ";"Zuidoost-Zuid-Holland                             ";"GG4816    ";"Dienst Gezondheid & Jeugd ZHZ                     ";"JZ31      ";"Zuid-Holland Zuid                                 ";"TR17      ";"Overig Nederland                                  ";"VR18      ";"Zuid-Holland-Zuid                                 "
"Gouda";"GM0513    ";"Gouda                                             ";"CR28      ";"Oost-Zuid-Holland                                 ";"GG4506    ";"GGD Hollands-Midden                               ";"JZ27      ";"Midden Holland                                    ";"TR17      ";"Overig Nederland                                  ";"VR16      ";"Hollands-Midden                                   "
"'s-Gravenhage (gemeente)";"GM0518    ";"'s-Gravenhage                                     ";"CR26      ";"Agglomeratie 's-Gravenhage                        ";"GG7014    ";"GGD Haaglanden                                    ";"JZ24      ";"Haaglanden                                        ";"TR16      ";"4 grote steden excl. Noordzeebadplaatsen          ";"VR15      ";"Haaglanden                                        "
"Groningen (gemeente)";"GM0014    ";"Groningen                                         ";"CR03      ";"Overig Groningen                                  ";"GG0111    ";"GGD Groningen                                     ";"JZ01      ";"Groningen                                         ";"TR17      ";"Overig Nederland                                  ";"VR01      ";"Groningen                                         "
"Gulpen-Wittem";"GM1729    ";"Gulpen-Wittem                                     ";"CR39      ";"Zuid-Limburg                                      ";"GG6106    ";"GGD Zuid-Limburg                                  ";"JZ41      ";"Zuid-Limburg                                      ";"TR15      ";"Zuid-Limburg                                      ";"VR24      ";"Limburg-Zuid                                      "
"Haaksbergen";"GM0158    ";"Haaksbergen                                       ";"CR12      ";"Twente                                            ";"GG1106    ";"GGD Twente                                        ";"JZ14      ";"Twente                                            ";"TR11      ";"Twente, Salland en Vechtstreek                    ";"VR05      ";"Twente                                            "
"Haarlem";"GM0392    ";"Haarlem                                           ";"CR21      ";"Agglomeratie Haarlem                              ";"GG3109    ";"GGD Kennemerland                                  ";"JZ11      ";"Zuid Kennemerland                                 ";"TR17      ";"Overig Nederland                                  ";"VR12      ";"Kennemerland                                      "
"Haarlemmermeer";"GM0394    ";"Haarlemmermeer                                    ";"CR23      ";"Groot-Amsterdam                                   ";"GG3109    ";"GGD Kennemerland                                  ";"JZ15      ";"Haarlemmermeer                                    ";"TR17      ";"Overig Nederland                                  ";"VR12      ";"Kennemerland                                      "
"Halderberge";"GM1655    ";"Halderberge                                       ";"CR33      ";"West-Noord-Brabant                                ";"GG5206    ";"GGD West-Brabant                                  ";"JZ36      ";"West Brabant West                                 ";"TR13      ";"West- en Midden-Brabant                           ";"VR20      ";"Midden- en West-Brabant                           "
"Hardenberg";"GM0160    ";"Hardenberg                                        ";"CR10      ";"Noord-Overijssel                                  ";"GG1009    ";"GGD IJsselland                                    ";"JZ07      ";"IJsselland                                        ";"TR11      ";"Twente, Salland en Vechtstreek                    ";"VR04      ";"IJsselland                                        "
"Harderwijk";"GM0243    ";"Harderwijk                                        ";"CR13      ";"Veluwe                                            ";"GG1413    ";"GGD Noord- en Oost-Gelderland                     ";"JZ12      ";"Noord-Veluwe                                      ";"TR03      ";"IJsselmeerkust                                    ";"VR06      ";"Noord- en Oost-Gelderland                         "
"Hardinxveld-Giessendam";"GM0523    ";"Hardinxveld-Giessendam                            ";"CR30      ";"Zuidoost-Zuid-Holland                             ";"GG4816    ";"Dienst Gezondheid & Jeugd ZHZ                     ";"JZ31      ";"Zuid-Holland Zuid                                 ";"TR17      ";"Overig Nederland                                  ";"VR18      ";"Zuid-Holland-Zuid                                 "
"Harlingen";"GM0072    ";"Harlingen                                         ";"CR04      ";"Noord-Friesland                                   ";"GG7206    ";"GGD Fryslân                                       ";"JZ02      ";"Friesland (Fryslân)                               ";"TR17      ";"Overig Nederland                                  ";"VR02      ";"Fryslân                                           "
"Hattem";"GM0244    ";"Hattem                                            ";"CR13      ";"Veluwe                                            ";"GG1413    ";"GGD Noord- en Oost-Gelderland                     ";"JZ17      ";"Midden IJssel / Oost Veluwe                       ";"TR08      ";"Veluwe en Veluwerand                              ";"VR06      ";"Noord- en Oost-Gelderland                         "
"Heemskerk";"GM0396    ";"Heemskerk                                         ";"CR20      ";"IJmond                                            ";"GG3109    ";"GGD Kennemerland                                  ";"JZ10      ";"IJmond (Midden Kennemerland)                      ";"TR02      ";"Noordzeebadplaatsen                               ";"VR12      ";"Kennemerland                                      "
"Heemstede";"GM0397    ";"Heemstede                                         ";"CR21      ";"Agglomeratie Haarlem                              ";"GG3109    ";"GGD Kennemerland                                  ";"JZ11      ";"Zuid Kennemerland                                 ";"TR17      ";"Overig Nederland                                  ";"VR12      ";"Kennemerland                                      "
"Heerde";"GM0246    ";"Heerde                                            ";"CR13      ";"Veluwe                                            ";"GG1413    ";"GGD Noord- en Oost-Gelderland                     ";"JZ17      ";"Midden IJssel / Oost Veluwe                       ";"TR08      ";"Veluwe en Veluwerand                              ";"VR06      ";"Noord- en Oost-Gelderland                         "
"Heerenveen";"GM0074    ";"Heerenveen                                        ";"CR06      ";"Zuidoost-Friesland                                ";"GG7206    ";"GGD Fryslân                                       ";"JZ02      ";"Friesland (Fryslân)                               ";"TR12      ";"Groningse, Friese en Drentse Zandgronden          ";"VR02      ";"Fryslân                                           "
"Heerlen";"GM0917    ";"Heerlen                                           ";"CR39      ";"Zuid-Limburg                                      ";"GG6106    ";"GGD Zuid-Limburg                                  ";"JZ41      ";"Zuid-Limburg                                      ";"TR15      ";"Zuid-Limburg                                      ";"VR24      ";"Limburg-Zuid                                      "
"Heeze-Leende";"GM1658    ";"Heeze-Leende                                      ";"CR36      ";"Zuidoost-Noord-Brabant                            ";"GG5608    ";"GGD Brabant-Zuidoost                              ";"JZ39      ";"Zuidoost-Brabant                                  ";"TR13      ";"West- en Midden-Brabant                           ";"VR22      ";"Brabant-Zuidoost                                  "
"Heiloo";"GM0399    ";"Heiloo                                            ";"CR19      ";"Alkmaar en omgeving                               ";"GG2707    ";"GGD Hollands-Noorden                              ";"JZ06      ";"Alkmaar (Noord-Kennemerland)                      ";"TR17      ";"Overig Nederland                                  ";"VR10      ";"Noord-Holland-Noord                               "
"Den Helder";"GM0400    ";"Den Helder                                        ";"CR18      ";"Kop van Noord-Holland                             ";"GG2707    ";"GGD Hollands-Noorden                              ";"JZ03      ";"Kop van Noord-Holland                             ";"TR02      ";"Noordzeebadplaatsen                               ";"VR10      ";"Noord-Holland-Noord                               "
"Hellendoorn";"GM0163    ";"Hellendoorn                                       ";"CR12      ";"Twente                                            ";"GG1106    ";"GGD Twente                                        ";"JZ14      ";"Twente                                            ";"TR11      ";"Twente, Salland en Vechtstreek                    ";"VR05      ";"Twente                                            "
"Hellevoetsluis";"GM0530    ";"Hellevoetsluis                                    ";"CR29      ";"Groot-Rijnmond                                    ";"GG4607    ";"GGD Rotterdam-Rijnmond                            ";"JZ29      ";"Rijnmond                                          ";"TR04      ";"Deltagebied                                       ";"VR17      ";"Rotterdam-Rijnmond                                "
"Helmond";"GM0794    ";"Helmond                                           ";"CR36      ";"Zuidoost-Noord-Brabant                            ";"GG5608    ";"GGD Brabant-Zuidoost                              ";"JZ39      ";"Zuidoost-Brabant                                  ";"TR14      ";"O.-Brabant, N.- en M.-Limburg, Nijmegen           ";"VR22      ";"Brabant-Zuidoost                                  "
"Hendrik-Ido-Ambacht";"GM0531    ";"Hendrik-Ido-Ambacht                               ";"CR30      ";"Zuidoost-Zuid-Holland                             ";"GG4816    ";"Dienst Gezondheid & Jeugd ZHZ                     ";"JZ31      ";"Zuid-Holland Zuid                                 ";"TR17      ";"Overig Nederland                                  ";"VR18      ";"Zuid-Holland-Zuid                                 "
"Hengelo (O.)";"GM0164    ";"Hengelo                                           ";"CR12      ";"Twente                                            ";"GG1106    ";"GGD Twente                                        ";"JZ14      ";"Twente                                            ";"TR11      ";"Twente, Salland en Vechtstreek                    ";"VR05      ";"Twente                                            "
"'s-Hertogenbosch";"GM0796    ";"'s-Hertogenbosch                                  ";"CR35      ";"Noordoost-Noord-Brabant                           ";"GG5406    ";"GGD Hart voor Brabant                             ";"JZ33      ";"Noordoost Brabant                                 ";"TR13      ";"West- en Midden-Brabant                           ";"VR21      ";"Brabant-Noord                                     "
"Heumen";"GM0252    ";"Heumen                                            ";"CR15      ";"Arnhem/Nijmegen                                   ";"GG2014    ";"GGD Gelderland-Zuid                               ";"JZ32      ";"Rijk van Nijmegen                                 ";"TR14      ";"O.-Brabant, N.- en M.-Limburg, Nijmegen           ";"VR08      ";"Gelderland-Zuid                                   "
"Heusden";"GM0797    ";"Heusden                                           ";"CR35      ";"Noordoost-Noord-Brabant                           ";"GG5406    ";"GGD Hart voor Brabant                             ";"JZ35      ";"Midden-Brabant                                    ";"TR13      ";"West- en Midden-Brabant                           ";"VR21      ";"Brabant-Noord                                     "
"Hillegom";"GM0534    ";"Hillegom                                          ";"CR25      ";"Agglomeratie Leiden en Bollenstreek               ";"GG4506    ";"GGD Hollands-Midden                               ";"JZ18      ";"Holland Rijnland                                  ";"TR17      ";"Overig Nederland                                  ";"VR16      ";"Hollands-Midden                                   "
"Hilvarenbeek";"GM0798    ";"Hilvarenbeek                                      ";"CR34      ";"Midden-Noord-Brabant                              ";"GG5406    ";"GGD Hart voor Brabant                             ";"JZ35      ";"Midden-Brabant                                    ";"TR13      ";"West- en Midden-Brabant                           ";"VR20      ";"Midden- en West-Brabant                           "
"Hilversum";"GM0402    ";"Hilversum                                         ";"CR24      ";"Het Gooi en Vechtstreek                           ";"GG3606    ";"GGD Gooi en Vechtstreek                           ";"JZ16      ";"Gooi en Vechtstreek                               ";"TR07      ";"Utrechtse Heuvelrug en 't Gooi                    ";"VR14      ";"Gooi en Vechtstreek                               "
"Hoeksche Waard";"GM1963    ";"Hoeksche Waard                                    ";"CR29      ";"Groot-Rijnmond                                    ";"GG4816    ";"Dienst Gezondheid & Jeugd ZHZ                     ";"JZ31      ";"Zuid-Holland Zuid                                 ";"TR04      ";"Deltagebied                                       ";"VR18      ";"Zuid-Holland-Zuid                                 "
"Hof van Twente";"GM1735    ";"Hof van Twente                                    ";"CR12      ";"Twente                                            ";"GG1106    ";"GGD Twente                                        ";"JZ14      ";"Twente                                            ";"TR11      ";"Twente, Salland en Vechtstreek                    ";"VR05      ";"Twente                                            "
"Het Hogeland";"GM1966    ";"Het Hogeland                                      ";"CR03      ";"Overig Groningen                                  ";"GG0111    ";"GGD Groningen                                     ";"JZ01      ";"Groningen                                         ";"TR17      ";"Overig Nederland                                  ";"VR01      ";"Groningen                                         "
"Hollands Kroon";"GM1911    ";"Hollands Kroon                                    ";"CR18      ";"Kop van Noord-Holland                             ";"GG2707    ";"GGD Hollands-Noorden                              ";"JZ03      ";"Kop van Noord-Holland                             ";"TR03      ";"IJsselmeerkust                                    ";"VR10      ";"Noord-Holland-Noord                               "
"Hoogeveen";"GM0118    ";"Hoogeveen                                         ";"CR09      ";"Zuidwest-Drenthe                                  ";"GG0706    ";"GGD Drenthe                                       ";"JZ04      ";"Drenthe                                           ";"TR12      ";"Groningse, Friese en Drentse Zandgronden          ";"VR03      ";"Drenthe                                           "
"Hoorn";"GM0405    ";"Hoorn                                             ";"CR18      ";"Kop van Noord-Holland                             ";"GG2707    ";"GGD Hollands-Noorden                              ";"JZ05      ";"West Friesland                                    ";"TR03      ";"IJsselmeerkust                                    ";"VR10      ";"Noord-Holland-Noord                               "
"Horst aan de Maas";"GM1507    ";"Horst aan de Maas                                 ";"CR37      ";"Noord-Limburg                                     ";"GG6011    ";"GGD Limburg-Noord                                 ";"JZ37      ";"Noord-Limburg                                     ";"TR14      ";"O.-Brabant, N.- en M.-Limburg, Nijmegen           ";"VR23      ";"Limburg-Noord                                     "
"Houten";"GM0321    ";"Houten                                            ";"CR17      ";"Utrecht                                           ";"GG2514    ";"GGD Regio Utrecht                                 ";"JZ26      ";"Lekstroom                                         ";"TR17      ";"Overig Nederland                                  ";"VR09      ";"Utrecht                                           "
"Huizen";"GM0406    ";"Huizen                                            ";"CR24      ";"Het Gooi en Vechtstreek                           ";"GG3606    ";"GGD Gooi en Vechtstreek                           ";"JZ16      ";"Gooi en Vechtstreek                               ";"TR03      ";"IJsselmeerkust                                    ";"VR14      ";"Gooi en Vechtstreek                               "
"Hulst";"GM0677    ";"Hulst                                             ";"CR31      ";"Zeeuwsch-Vlaanderen                               ";"GG5006    ";"GGD Zeeland                                       ";"JZ38      ";"Zeeland                                           ";"TR04      ";"Deltagebied                                       ";"VR19      ";"Zeeland                                           "
"IJsselstein";"GM0353    ";"IJsselstein                                       ";"CR17      ";"Utrecht                                           ";"GG2514    ";"GGD Regio Utrecht                                 ";"JZ26      ";"Lekstroom                                         ";"TR17      ";"Overig Nederland                                  ";"VR09      ";"Utrecht                                           "
"Kaag en Braassem";"GM1884    ";"Kaag en Braassem                                  ";"CR25      ";"Agglomeratie Leiden en Bollenstreek               ";"GG4506    ";"GGD Hollands-Midden                               ";"JZ18      ";"Holland Rijnland                                  ";"TR06      ";"Hollands-Utrechtse meren                          ";"VR16      ";"Hollands-Midden                                   "
"Kampen";"GM0166    ";"Kampen                                            ";"CR10      ";"Noord-Overijssel                                  ";"GG1009    ";"GGD IJsselland                                    ";"JZ07      ";"IJsselland                                        ";"TR03      ";"IJsselmeerkust                                    ";"VR04      ";"IJsselland                                        "
"Kapelle";"GM0678    ";"Kapelle                                           ";"CR32      ";"Overig Zeeland                                    ";"GG5006    ";"GGD Zeeland                                       ";"JZ38      ";"Zeeland                                           ";"TR04      ";"Deltagebied                                       ";"VR19      ";"Zeeland                                           "
"Katwijk";"GM0537    ";"Katwijk                                           ";"CR25      ";"Agglomeratie Leiden en Bollenstreek               ";"GG4506    ";"GGD Hollands-Midden                               ";"JZ18      ";"Holland Rijnland                                  ";"TR02      ";"Noordzeebadplaatsen                               ";"VR16      ";"Hollands-Midden                                   "
"Kerkrade";"GM0928    ";"Kerkrade                                          ";"CR39      ";"Zuid-Limburg                                      ";"GG6106    ";"GGD Zuid-Limburg                                  ";"JZ41      ";"Zuid-Limburg                                      ";"TR15      ";"Zuid-Limburg                                      ";"VR24      ";"Limburg-Zuid                                      "
"Koggenland";"GM1598    ";"Koggenland                                        ";"CR18      ";"Kop van Noord-Holland                             ";"GG2707    ";"GGD Hollands-Noorden                              ";"JZ05      ";"West Friesland                                    ";"TR03      ";"IJsselmeerkust                                    ";"VR10      ";"Noord-Holland-Noord                               "
"Krimpen aan den IJssel";"GM0542    ";"Krimpen aan den IJssel                            ";"CR29      ";"Groot-Rijnmond                                    ";"GG4607    ";"GGD Rotterdam-Rijnmond                            ";"JZ29      ";"Rijnmond                                          ";"TR17      ";"Overig Nederland                                  ";"VR17      ";"Rotterdam-Rijnmond                                "
"Krimpenerwaard";"GM1931    ";"Krimpenerwaard                                    ";"CR28      ";"Oost-Zuid-Holland                                 ";"GG4506    ";"GGD Hollands-Midden                               ";"JZ27      ";"Midden Holland                                    ";"TR17      ";"Overig Nederland                                  ";"VR16      ";"Hollands-Midden                                   "
"Laarbeek";"GM1659    ";"Laarbeek                                          ";"CR36      ";"Zuidoost-Noord-Brabant                            ";"GG5608    ";"GGD Brabant-Zuidoost                              ";"JZ39      ";"Zuidoost-Brabant                                  ";"TR14      ";"O.-Brabant, N.- en M.-Limburg, Nijmegen           ";"VR22      ";"Brabant-Zuidoost                                  "
"Land van Cuijk";"GM1982    ";"Land van Cuijk                                    ";"CR35      ";"Noordoost-Noord-Brabant                           ";"GG5406    ";"GGD Hart voor Brabant                             ";"JZ33      ";"Noordoost Brabant                                 ";"TR14      ";"O.-Brabant, N.- en M.-Limburg, Nijmegen           ";"VR21      ";"Brabant-Noord                                     "
"Landgraaf";"GM0882    ";"Landgraaf                                         ";"CR39      ";"Zuid-Limburg                                      ";"GG6106    ";"GGD Zuid-Limburg                                  ";"JZ41      ";"Zuid-Limburg                                      ";"TR15      ";"Zuid-Limburg                                      ";"VR24      ";"Limburg-Zuid                                      "
"Landsmeer";"GM0415    ";"Landsmeer                                         ";"CR23      ";"Groot-Amsterdam                                   ";"GG7306    ";"GGD Zaanstreek/Waterland                          ";"JZ09      ";"Zaanstreek-Waterland                              ";"TR06      ";"Hollands-Utrechtse meren                          ";"VR11      ";"Zaanstreek-Waterland                              "
"Lansingerland";"GM1621    ";"Lansingerland                                     ";"CR29      ";"Groot-Rijnmond                                    ";"GG4607    ";"GGD Rotterdam-Rijnmond                            ";"JZ29      ";"Rijnmond                                          ";"TR17      ";"Overig Nederland                                  ";"VR17      ";"Rotterdam-Rijnmond                                "
"Laren (NH.)";"GM0417    ";"Laren                                             ";"CR24      ";"Het Gooi en Vechtstreek                           ";"GG3606    ";"GGD Gooi en Vechtstreek                           ";"JZ16      ";"Gooi en Vechtstreek                               ";"TR07      ";"Utrechtse Heuvelrug en 't Gooi                    ";"VR14      ";"Gooi en Vechtstreek                               "
"Leeuwarden";"GM0080    ";"Leeuwarden                                        ";"CR04      ";"Noord-Friesland                                   ";"GG7206    ";"GGD Fryslân                                       ";"JZ02      ";"Friesland (Fryslân)                               ";"TR17      ";"Overig Nederland                                  ";"VR02      ";"Fryslân                                           "
"Leiden";"GM0546    ";"Leiden                                            ";"CR25      ";"Agglomeratie Leiden en Bollenstreek               ";"GG4506    ";"GGD Hollands-Midden                               ";"JZ18      ";"Holland Rijnland                                  ";"TR17      ";"Overig Nederland                                  ";"VR16      ";"Hollands-Midden                                   "
"Leiderdorp";"GM0547    ";"Leiderdorp                                        ";"CR25      ";"Agglomeratie Leiden en Bollenstreek               ";"GG4506    ";"GGD Hollands-Midden                               ";"JZ18      ";"Holland Rijnland                                  ";"TR17      ";"Overig Nederland                                  ";"VR16      ";"Hollands-Midden                                   "
"Leidschendam-Voorburg";"GM1916    ";"Leidschendam-Voorburg                             ";"CR26      ";"Agglomeratie 's-Gravenhage                        ";"GG7014    ";"GGD Haaglanden                                    ";"JZ24      ";"Haaglanden                                        ";"TR17      ";"Overig Nederland                                  ";"VR15      ";"Haaglanden                                        "
"Lelystad";"GM0995    ";"Lelystad                                          ";"CR40      ";"Flevoland                                         ";"GG2209    ";"GGD Flevoland                                     ";"JZ08      ";"Flevoland                                         ";"TR03      ";"IJsselmeerkust                                    ";"VR25      ";"Flevoland                                         "
"Leudal";"GM1640    ";"Leudal                                            ";"CR38      ";"Midden-Limburg                                    ";"GG6011    ";"GGD Limburg-Noord                                 ";"JZ43      ";"Midden-Limburg West                               ";"TR14      ";"O.-Brabant, N.- en M.-Limburg, Nijmegen           ";"VR23      ";"Limburg-Noord                                     "
"Leusden";"GM0327    ";"Leusden                                           ";"CR17      ";"Utrecht                                           ";"GG2514    ";"GGD Regio Utrecht                                 ";"JZ20      ";"Eemland                                           ";"TR07      ";"Utrechtse Heuvelrug en 't Gooi                    ";"VR09      ";"Utrecht                                           "
"Lingewaard";"GM1705    ";"Lingewaard                                        ";"CR15      ";"Arnhem/Nijmegen                                   ";"GG1911    ";"Veiligheids- en Gezondheidsregio Gelderland-Midden";"JZ28      ";"Centraal Gelderland                               ";"TR09      ";"Gelders Rivierengebied                            ";"VR07      ";"Gelderland-Midden                                 "
"Lisse";"GM0553    ";"Lisse                                             ";"CR25      ";"Agglomeratie Leiden en Bollenstreek               ";"GG4506    ";"GGD Hollands-Midden                               ";"JZ18      ";"Holland Rijnland                                  ";"TR17      ";"Overig Nederland                                  ";"VR16      ";"Hollands-Midden                                   "
"Lochem";"GM0262    ";"Lochem                                            ";"CR14      ";"Achterhoek                                        ";"GG1413    ";"GGD Noord- en Oost-Gelderland                     ";"JZ17      ";"Midden IJssel / Oost Veluwe                       ";"TR10      ";"Achterhoek                                        ";"VR06      ";"Noord- en Oost-Gelderland                         "
"Loon op Zand";"GM0809    ";"Loon op Zand                                      ";"CR34      ";"Midden-Noord-Brabant                              ";"GG5406    ";"GGD Hart voor Brabant                             ";"JZ35      ";"Midden-Brabant                                    ";"TR13      ";"West- en Midden-Brabant                           ";"VR20      ";"Midden- en West-Brabant                           "
"Lopik";"GM0331    ";"Lopik                                             ";"CR17      ";"Utrecht                                           ";"GG2514    ";"GGD Regio Utrecht                                 ";"JZ26      ";"Lekstroom                                         ";"TR17      ";"Overig Nederland                                  ";"VR09      ";"Utrecht                                           "
"Losser";"GM0168    ";"Losser                                            ";"CR12      ";"Twente                                            ";"GG1106    ";"GGD Twente                                        ";"JZ14      ";"Twente                                            ";"TR11      ";"Twente, Salland en Vechtstreek                    ";"VR05      ";"Twente                                            "
"Maasdriel";"GM0263    ";"Maasdriel                                         ";"CR16      ";"Zuidwest-Gelderland                               ";"GG2014    ";"GGD Gelderland-Zuid                               ";"JZ30      ";"Rivierenland                                      ";"TR09      ";"Gelders Rivierengebied                            ";"VR08      ";"Gelderland-Zuid                                   "
"Maasgouw";"GM1641    ";"Maasgouw                                          ";"CR38      ";"Midden-Limburg                                    ";"GG6011    ";"GGD Limburg-Noord                                 ";"JZ42      ";"Midden-Limburg Oost                               ";"TR14      ";"O.-Brabant, N.- en M.-Limburg, Nijmegen           ";"VR23      ";"Limburg-Noord                                     "
"Maashorst";"GM1991    ";"Maashorst                                         ";"CR35      ";"Noordoost-Noord-Brabant                           ";"GG5406    ";"GGD Hart voor Brabant                             ";"JZ33      ";"Noordoost Brabant                                 ";"TR14      ";"O.-Brabant, N.- en M.-Limburg, Nijmegen           ";"VR21      ";"Brabant-Noord                                     "
"Maassluis";"GM0556    ";"Maassluis                                         ";"CR29      ";"Groot-Rijnmond                                    ";"GG4607    ";"GGD Rotterdam-Rijnmond                            ";"JZ29      ";"Rijnmond                                          ";"TR17      ";"Overig Nederland                                  ";"VR17      ";"Rotterdam-Rijnmond                                "
"Maastricht";"GM0935    ";"Maastricht                                        ";"CR39      ";"Zuid-Limburg                                      ";"GG6106    ";"GGD Zuid-Limburg                                  ";"JZ41      ";"Zuid-Limburg                                      ";"TR15      ";"Zuid-Limburg                                      ";"VR24      ";"Limburg-Zuid                                      "
"Medemblik";"GM0420    ";"Medemblik                                         ";"CR18      ";"Kop van Noord-Holland                             ";"GG2707    ";"GGD Hollands-Noorden                              ";"JZ05      ";"West Friesland                                    ";"TR03      ";"IJsselmeerkust                                    ";"VR10      ";"Noord-Holland-Noord                               "
"Meerssen";"GM0938    ";"Meerssen                                          ";"CR39      ";"Zuid-Limburg                                      ";"GG6106    ";"GGD Zuid-Limburg                                  ";"JZ41      ";"Zuid-Limburg                                      ";"TR15      ";"Zuid-Limburg                                      ";"VR24      ";"Limburg-Zuid                                      "
"Meierijstad";"GM1948    ";"Meierijstad                                       ";"CR35      ";"Noordoost-Noord-Brabant                           ";"GG5406    ";"GGD Hart voor Brabant                             ";"JZ33      ";"Noordoost Brabant                                 ";"TR13      ";"West- en Midden-Brabant                           ";"VR21      ";"Brabant-Noord                                     "
"Meppel";"GM0119    ";"Meppel                                            ";"CR09      ";"Zuidwest-Drenthe                                  ";"GG0706    ";"GGD Drenthe                                       ";"JZ04      ";"Drenthe                                           ";"TR12      ";"Groningse, Friese en Drentse Zandgronden          ";"VR03      ";"Drenthe                                           "
"Middelburg (Z.)";"GM0687    ";"Middelburg                                        ";"CR32      ";"Overig Zeeland                                    ";"GG5006    ";"GGD Zeeland                                       ";"JZ38      ";"Zeeland                                           ";"TR04      ";"Deltagebied                                       ";"VR19      ";"Zeeland                                           "
"Midden-Delfland";"GM1842    ";"Midden-Delfland                                   ";"CR27      ";"Delft en Westland                                 ";"GG7014    ";"GGD Haaglanden                                    ";"JZ24      ";"Haaglanden                                        ";"TR17      ";"Overig Nederland                                  ";"VR15      ";"Haaglanden                                        "
"Midden-Drenthe";"GM1731    ";"Midden-Drenthe                                    ";"CR07      ";"Noord-Drenthe                                     ";"GG0706    ";"GGD Drenthe                                       ";"JZ04      ";"Drenthe                                           ";"TR12      ";"Groningse, Friese en Drentse Zandgronden          ";"VR03      ";"Drenthe                                           "
"Midden-Groningen";"GM1952    ";"Midden-Groningen                                  ";"CR03      ";"Overig Groningen                                  ";"GG0111    ";"GGD Groningen                                     ";"JZ01      ";"Groningen                                         ";"TR05      ";"Meren in Gron., Friesl., N.W.-Overijssel          ";"VR01      ";"Groningen                                         "
"Moerdijk";"GM1709    ";"Moerdijk                                          ";"CR33      ";"West-Noord-Brabant                                ";"GG5206    ";"GGD West-Brabant                                  ";"JZ36      ";"West Brabant West                                 ";"TR04      ";"Deltagebied                                       ";"VR20      ";"Midden- en West-Brabant                           "
"Molenlanden";"GM1978    ";"Molenlanden                                       ";"CR30      ";"Zuidoost-Zuid-Holland                             ";"GG4816    ";"Dienst Gezondheid & Jeugd ZHZ                     ";"JZ31      ";"Zuid-Holland Zuid                                 ";"TR17      ";"Overig Nederland                                  ";"VR18      ";"Zuid-Holland-Zuid                                 "
"Montferland";"GM1955    ";"Montferland                                       ";"CR14      ";"Achterhoek                                        ";"GG1413    ";"GGD Noord- en Oost-Gelderland                     ";"JZ25      ";"Achterhoek                                        ";"TR10      ";"Achterhoek                                        ";"VR06      ";"Noord- en Oost-Gelderland                         "
